57438	2	2811	2	-1	-1	-1	-1	-1	
57438	2	2975	1	1	2	1	2	1	
57438	2	1394	1	-1	-1	-1	-1	-1	
57438	2	1947	2	5	1	-1	-1	-1	
48633	2	1209	2	6	6	6	1	-1	
48633	2	1245	1	-1	-1	-1	-1	-1	
48633	2	1337	1	3	3	2	3	1	
48633	2	1605	2	7	6	7	7	7	
48633	2	1765	1	3	1	1	1	-1	
48633	2	1805	2	8	7	1	-1	-1	
48633	2	1959	1	3	4	6	1	-1	
48633	2	2804	2	-1	-1	-1	-1	-1	
48633	2	2937	1	2	-1	-1	-1	-1	
48634	2	1051	1	2	-1	-1	-1	-1	
48634	2	1057	1	4	-1	-1	-1	-1	
48634	2	1209	2	7	5	6	1	-1	
48634	2	1357	4	11	12	12	11	11	
48634	2	1605	3	9	9	10	10	9	
48634	2	1765	3	13	13	2	1	-1	
48634	2	1805	4	15	11	1	-1	-1	
48634	2	1907	2	4	1	-1	-1	-1	
48634	2	2806	5	-1	-1	-1	-1	-1	
50808	2	1012	1	5	5	5	5	5	
50808	2	1105	1	5	2	3	1	-1	
50808	2	1219	1	1	4	3	1	-1	
50808	2	1357	1	4	4	1	1	3	
50808	2	1425	1	1	2	2	1	-1	
50808	2	1629	1	2	1	3	1	1	
50808	2	1845	1	3	3	3	3	2	
50808	2	1919	3	15	1	-1	-1	-1	
50808	2	2810	4	-1	-1	-1	-1	-1	
50616	2	1225	2	5	4	4	5	-1	
50616	2	1358	2	5	7	5	6	5	
50616	2	1433	1	2	2	1	1	-1	
50616	2	1637	6	14	13	14	14	13	
50616	2	1725	1	-1	-1	-1	-1	-1	
50616	2	1849	3	12	11	10	12	10	
50616	2	1925	4	11	11	12	1	-1	
50616	2	2811	3	-1	-1	-1	-1	-1	
55328	2	1051	1	1	-1	-1	-1	-1	
55328	2	1057	1	1	-1	-1	-1	-1	
55328	2	1209	1	2	3	2	1	-1	
55328	2	1315	1	2	1	2	1	1	
55328	2	1605	1	4	5	3	2	5	
55328	2	1765	1	6	6	1	1	-1	
55328	2	1809	1	2	1	1	-1	-1	
55328	2	1906	1	1	1	-1	-1	-1	
55328	2	2808	4	-1	-1	-1	-1	-1	
25185	2	1012	2	6	6	6	6	7	
25185	2	1209	1	4	4	3	1	-1	
25185	2	1335	1	-1	-1	-1	-1	-1	
25185	2	1605	3	11	10	10	11	9	
