StudentID	Student_Number	CourseNumber	YearID
74856	55903	1861	3500
74975	56187	1861	3500
74893	55939	1861	3500
136143	65145	1861	3500
74407	55689	1869	3500
96137	58367	1879	3500
135287	64945	1879	3500
64111	50865	1879	3500
62030	50392	1915	3500
75005	56217	1915	3500
75111	56357	1915	3500
79016	56656	1915	3500
122950	63357	1915	3500
129864	64189	1915	3500
134538	64889	1915	3500
136863	65466	1915	3500
137003	65586	1915	3500
64690	51110	1915	3500
75130	56376	1915	3500
123975	63588	1915	3500
135296	64954	1915	3500
71600	54242	1915	3500
116958	62464	1915	3500
122725	63294	1915	3500
138001	65736	1915	3500
34032	704411	1915	3500
60759	49558	1915	3500
75080	56326	1915	3500
112049	61452	1915	3500
112733	61713	1915	3500
129972	64298	1915	3500
130639	64626	1915	3500
136145	65147	1915	3500
35430	705809	1915	3500
64102	50856	1915	3500
75119	56365	1915	3500
111125	61099	1915	3500
123280	63401	1915	3500
133086	64806	1915	3500
80574	56926	1915	3500
135988	65094	1915	3500
75129	56375	1915	3500
121273	63168	1915	3500
74992	56204	1919A	3500
67674	51854	1919A	3500
75010	56276	1919A	3500
64277	50973	1919A	3500
74862	55909	1919A	3500
75723	56482	1919A	3500
60788	49587	1919A	3500
74962	56174	1919A	3500
136143	65145	1919A	3500
75088	56334	1959A	3500
75028	56294	1961A	3500
74917	55963	1961A	3500
112677	61684	1961A	3500
60916	49687	1961A	3500
121828	13542	1961A	3500
72476	54486	1961A	3500
69416	52381	1915	3500
74899	55945	1936A	3500
72476	54486	1959A	3500
136865	65468	1317A	3500
108013	60533	1317A	3500
74774	55851	1317A	3500
129772	64103	1317A	3500
34455	704834	1318A	3500
122727	63296	1318A	3500
129866	64191	1318A	3500
71838	54388	1318A	3500
75077	56323	1318A	3500
122731	63300	1318A	3500
64345	51029	1318A	3500
74790	55867	1318A	3500
74983	56195	1318A	3500
75129	56375	1318A	3500
121826	13400	1338A	3500
112374	61594	1335A	3500
138408	65786	1337A	3500
123490	63453	1337A	3500
75518	59970	1338A	3500
71600	54242	1338A	3500
75089	56335	1338A	3500
74857	55904	1338A	3500
104524	59486	1338A	3500
70940	53727	1338A	3500
121828	13542	1352A	3500
117440	62797	1352A	3500
79723	56684	1355A	3500
104325	59477	1355A	3500
109873	60910	1355A	3500
69783	52452	1357A	3500
74895	55941	1357A	3500
135387	64972	1357A	3500
135872	65082	1357A	3500
60685	49520	1357A	3500
102929	59129	1357A	3500
74141	55565	1357A	3500
136673	65326	1357A	3500
107081	59931	1357A	3500
135868	65078	1357A	3500
135638	64986	1358A	3500
75031	56297	1358A	3500
71835	54385	1358A	3500
134537	64888	1358A	3500
31968	702347	1358A	3500
67724	51889	1358A	3500
116836	62390	1358A	3500
35430	705809	1358A	3500
107086	59936	1358A	3500
74342	55638	1358A	3500
81473	56957	1358A	3500
74897	55943	1368A	3500
113773	61884	1837	3500
112069	61473	1367A	3500
73324	55049	1025A	3500
85201	57266	1207	3500
88123	57558	1207	3500
125324	63666	1207	3500
129734	64062	1207	3500
80262	61011	1207	3500
85638	57400	1207	3500
102423	58979	1207	3500
85045	57201	1207	3500
85529	57366	1207	3500
122932	63339	1207	3500
124123	63605	1207	3500
129745	64075	1207	3500
129926	64251	1207	3500
74439	55721	1207	3500
84731	57130	1207	3500
86325	57487	1207	3500
98524	58710	1207	3500
131890	64723	1207	3500
85229	57282	1207	3500
85737	57417	1207	3500
85264	57317	1207	3500
118474	62967	1207	3500
74470	55752	1207	3500
81175	56947	1207	3500
84742	57141	1207	3500
85235	57288	1207	3500
85634	57396	1207	3500
87276	57527	1207	3500
124875	63649	1207	3500
126324	63717	1207	3500
80320	61069	1207	3500
85194	57259	1207	3500
85423	57340	1207	3500
85826	57425	1207	3500
87523	57537	1207	3500
136842	65432	1207	3500
85201	57266	1208	3500
96784	58562	1208	3500
36769	707148	1208	3500
64774	51125	1208	3500
103251	59225	1208	3500
112241	61554	1208	3500
80307	61056	1208	3500
118773	62986	1208	3500
122932	63339	1208	3500
124123	63605	1208	3500
85241	57294	1208	3500
87723	57544	1208	3500
117243	62630	1208	3500
120427	63082	1208	3500
67672	51852	1208	3500
80483	62017	1208	3500
84701	57116	1208	3500
85042	57198	1208	3500
123736	63551	1208	3500
136843	65433	1208	3500
99823	58759	1208	3500
101273	58842	1208	3500
107237	59995	1208	3500
74138	55562	1208	3500
74431	55713	1208	3500
84890	57171	1208	3500
85194	57259	1208	3500
85198	57263	1208	3500
85205	57270	1208	3500
85376	57338	1208	3500
86127	57476	1208	3500
112224	61534	1208	3500
119674	63030	1208	3500
132888	64790	1208	3500
133188	64814	1208	3500
114480	61927	1605	3500
64077	50831	1209	3500
102752	59077	1209	3500
84889	57170	1209	3500
95875	58325	1209	3500
79996	60022	1209	3500
85635	57397	1209	3500
33555	703934	1209	3500
84738	57137	1209	3500
84925	57177	1209	3500
129756	64086	1209	3500
31818	702197	1209	3500
106877	59801	1209	3500
108477	60785	1209	3500
84704	57119	1209	3500
106824	59791	1209	3500
85483	57356	1209	3500
85773	57419	1209	3500
123482	63442	1210	3500
80316	61065	1210	3500
84728	57127	1210	3500
85075	57216	1210	3500
85244	57297	1210	3500
95875	58325	1210	3500
129733	64061	1210	3500
80340	61089	1210	3500
72980	54177	1210	3500
73961	55465	1210	3500
65735	51280	1210	3500
31818	702197	1210	3500
64831	51140	1210	3500
74413	55695	1210	3500
84697	57112	1210	3500
65423	51237	1210	3500
84885	57166	1210	3500
39279	709658	1605	3500
69070	52199	1605	3500
73844	55416	1605	3500
87323	57530	1605	3500
116991	62498	1605	3500
84694	57109	1605	3500
118773	62986	1605	3500
126224	63711	1605	3500
64025	50810	1605	3500
112673	61680	1605	3500
117135	62568	1605	3500
117346	62728	1605	3500
136808	65430	1605	3500
31614	701993	1605	3500
122157	706994	1605	3500
139314	65842	1605	3500
67732	51897	1605	3500
74133	55557	1605	3500
106877	59801	1605	3500
81174	56946	1605	3500
85204	57269	1605	3500
102924	59124	1605	3500
115725	62103	1605	3500
130410	64583	1605	3500
38832	709211	1605	3500
67591	51771	1605	3500
80320	61069	1605	3500
80337	61086	1605	3500
85376	57338	1605	3500
85423	57340	1605	3500
85637	57399	1605	3500
130115	64394	1605	3500
74325	55621	1608A	3500
85201	57266	1608A	3500
85252	57305	1608A	3500
129931	64256	1608A	3500
84692	57107	1608A	3500
85873	57444	1609	3500
112437	61618	1609	3500
95875	58325	1609	3500
72577	54545	1609	3500
96458	58463	1609	3500
129730	64057	1609	3500
85374	57336	1609	3500
72488	54498	1609	3500
129740	64070	1609	3500
71525	54188	1609	3500
84923	57175	1609	3500
96858	58690	1619	3500
129730	64057	1619	3500
73802	55374	1619	3500
129759	64089	1619	3500
116808	62362	1619	3500
64077	50831	1615	3500
85244	57297	1615	3500
129733	64061	1615	3500
74465	55747	1615	3500
84697	57112	1629A	3500
85773	57419	1629A	3500
113973	61898	1805	3500
129734	64062	1805	3500
136388	65242	1805	3500
69837	52474	1805	3500
74327	55623	1805	3500
85045	57201	1805	3500
111899	61283	1805	3500
64577	51077	1805	3500
84696	57111	1805	3500
85241	57294	1805	3500
125623	63678	1805	3500
129739	64069	1805	3500
136138	65139	1805	3500
136490	65251	1805	3500
55194	47325	1805	3500
129756	64086	1805	3500
74354	55650	1805	3500
85042	57198	1805	3500
71541	54204	1805	3500
81174	56946	1805	3500
85250	57303	1805	3500
87276	57527	1805	3500
74467	55749	1805	3500
81173	56945	1805	3500
85126	57236	1805	3500
85202	57267	1805	3500
132888	64790	1805	3500
112040	61443	1809	3500
129749	64079	1809	3500
81177	56951	1809	3500
84889	57170	1809	3500
111914	61299	1809	3500
117140	62574	1809	3500
74353	55649	1809	3500
80307	61056	1809	3500
84738	57137	1809	3500
129931	64256	1809	3500
136518	65285	1809	3500
85210	57275	1809	3500
116808	62362	1809	3500
74454	55736	1819	3500
123482	63442	1819	3500
129749	64079	1819	3500
84728	57127	1819	3500
96458	58463	1819	3500
33555	703934	1819	3500
84925	57177	1819	3500
71686	54320	1819	3500
74384	55666	1819	3500
106901	59842	1819	3500
74413	55695	1819	3500
84684	57098	1819	3500
129931	64256	1819	3500
129740	64070	1819	3500
84692	57107	1819	3500
85773	57419	1819	3500
112241	61554	1843	3500
73097	54649	1843	3500
137741	65706	1843	3500
86827	57510	1843	3500
117342	62724	1843	3500
90624	57731	1843	3500
87523	57537	1843	3500
113775	61886	1843	3500
133188	64814	1843	3500
69730	52422	1844	3500
73844	55416	1844	3500
124123	63605	1844	3500
131183	64656	1844	3500
71604	54246	1844	3500
74133	55557	1844	3500
84124	57059	1844	3500
86124	57473	1844	3500
112012	61413	1844	3500
137000	65583	1844	3500
84886	57167	1844	3500
99823	58759	1844	3500
86127	57476	1844	3500
74470	55752	1315A	3500
129735	64063	1317A	3500
96858	58690	1317A	3500
79996	60022	1317A	3500
117243	62630	1317A	3500
72488	54498	1317A	3500
85227	57280	1317A	3500
106877	59801	1317A	3500
72493	54503	1317A	3500
84891	57172	1337A	3500
74139	55563	1337A	3500
85260	57313	1337A	3500
96139	58369	1355A	3500
73844	55416	1355A	3500
102475	58997	1355A	3500
117523	62833	1355A	3500
129926	64251	1355A	3500
120427	63082	1355A	3500
139314	65842	1355A	3500
74420	55702	1355A	3500
99823	58759	1355A	3500
126324	63717	1355A	3500
87523	57537	1355A	3500
74454	55736	1357A	3500
85873	57444	1357A	3500
129734	64062	1357A	3500
64122	50876	1357A	3500
71720	54354	1357A	3500
73954	55458	1357A	3500
85173	57238	1357A	3500
69329	52324	1357A	3500
74455	55737	1357A	3500
84026	57052	1357A	3500
85203	57268	1357A	3500
85243	57296	1357A	3500
80366	56825	1357A	3500
106901	59842	1357A	3500
80271	61020	1357A	3500
84737	57136	1357A	3500
84892	57173	1357A	3500
129742	64072	1357A	3500
85250	57303	1357A	3500
65429	51243	1357A	3500
70377	53200	1357A	3500
84736	57135	1357A	3500
85202	57267	1357A	3500
112224	61534	1357A	3500
74780	55857	1367A	3500
95330	58263	1367A	3500
85051	57207	1615	3500
108013	60533	1615	3500
117440	62797	1615	3500
108011	60531	1105A	3500
29771	700150	1105A	3500
112127	61492	1105A	3500
34032	704411	1834A	3500
74963	56175	1105A	3500
75126	56372	1105A	3500
106876	59800	1105A	3500
75732	57653	1105A	3500
74344	55640	1834A	3500
74861	55908	1834A	3500
108137	60593	1834A	3500
75522	56455	1834A	3500
54710	47044	1282A	3500
73324	55049	7985A	3500
77727	56572	7985A	3500
56510	47770	7985A	3500
69386	52351	7985A	3500
123029	63368	7985A	3500
45748	42841	7985A	3500
56122	47588	7985A	3500
33689	704068	2947A	3500
56510	47770	2947A	3500
45748	42841	2947A	3500
59107	48973	2937A	3500
57274	48087	2937A	3500
75526	56459	2937A	3500
59351	49216	2930	3500
130397	64569	2933	3500
96797	58575	2951A	3500
69378	52343	2951A	3500
73324	55049	2951A	3500
112227	61537	2951A	3500
45748	42841	2950A	3500
129176	63927	2950A	3500
32194	702573	2903A	3500
124123	63605	2903A	3500
96630	58513	2903A	3500
70033	52522	2910A	3500
73581	55215	2910A	3500
69727	52419	2912Tu	3500
96797	58575	2912W	3500
77727	56572	2912F	3500
77727	56572	2912Th	3500
74996	56208	2910A	3500
130309	64487	2964A	3500
108380	60754	2965A	3500
130225	64438	2965A	3500
99823	58759	2965A	3500
69730	52422	2966A	3500
136670	65322	2966A	3500
56510	47770	2974A	3500
69923	52492	2974A	3500
122724	63293	2975A	3500
112241	61554	2975A	3500
130102	64379	2975A	3500
99823	58759	2975A	3500
112685	61693	2975A	3500
64625	51088	2976A	3500
79723	56684	2976A	3500
42137	12766	2977A	3500
118773	62986	2977A	3500
75569	58878	2810ZM	3500
44845	39600	2912Tu	3500
73962	55466	2810ZM	3500
45748	42841	2946A	3500
138808	65807	2810S	3500
65998	51358	2912Th	3500
45748	42841	2948A	3500
83674	57029	2952A	3500
126323	63716	2952A	3500
108043	60569	2912Th	3500
132887	64789	2912W	3500
71685	54319	2912W	3500
117247	62635	2912F	3500
138957	65817	2912	3500
112685	61693	2912Th	3500
64095	50849	2912Th	3500
129956	64282	2912Tu	3500
129176	63927	2818D	3500
108042	60568	2912F	3500
108042	60568	2912Th	3500
45748	42841	2912W	3500
76675	56529	2912F	3500
92876	58023	2912F	3500
92876	58023	2912	3500
137442	65693	2912	3500
111930	61315	1050A	3500
129756	64086	1050A	3500
103442	59348	1050A	3500
103129	59177	1050A	3500
116826	62380	1050A	3500
108336	60712	1050A	3500
96775	58553	1050A	3500
74470	55752	1050A	3500
106886	59815	1055ALG	3500
85978	57461	1055ALG	3500
103127	59175	1055ALG	3500
73644	55278	1055ALG	3500
75017	56283	1061ALG	3500
60930	49701	1061ALG	3500
74920	55966	1061ALG	3500
75123	56369	1061ALG	3500
60770	49569	1061ALG	3500
75077	56323	1061ALG	3500
69068	52197	1061ALG	3500
103406	59310	1061ALG	3500
122729	63298	1061ALG	3500
74983	56195	1061ALG	3500
29771	700150	1105LGA	3500
74460	55742	1105LGA	3500
79016	56656	1105LGA	3500
108006	60526	1105LGA	3500
136678	65331	1105LGA	3500
37132	707511	1105LGA	3500
75116	56362	1105LGA	3500
75132	56378	1105LGA	3500
103482	59382	1105LGA	3500
70614	53435	1105LGA	3500
135872	65082	1105LGA	3500
111818	61244	1105LGA	3500
123126	63379	1105LGA	3500
136856	65459	1105LGA	3500
75034	56300	1105LGA	3500
74982	56194	1105LGA	3500
75009	56275	1105LGA	3500
85631	57393	1105LGA	3500
111780	61868	1105LGA	3500
117340	62722	1105LGA	3500
136671	65323	1105LGA	3500
78923	56610	1105LGA	3500
60768	49567	1118LGA	3500
75041	56307	1118LGA	3500
70303	53126	1118LGA	3500
111923	61308	1118LGA	3500
70612	53433	1119ALG	3500
64682	51102	1119ALG	3500
69334	52329	1125ALG	3500
70371	53194	1125ALG	3500
71616	54258	1125ALG	3500
73274	55103	1125ALG	3500
73293	55017	1125ALG	3500
102129	58923	1125ALG	3500
102732	59056	1125ALG	3500
72976	54172	1125ALG	3500
73281	55005	1125ALG	3500
116576	62172	1125ALG	3500
135648	64996	1125ALG	3500
73076	54628	1125ALG	3500
73107	54659	1125ALG	3500
102747	59072	1125ALG	3500
112439	61621	1125ALG	3500
129080	63913	1125ALG	3500
60913	49684	1125ALG	3500
73297	55021	1125ALG	3500
85279	57324	1125ALG	3500
65752	51297	1126ALG	3500
67809	51946	1126ALG	3500
122780	63314	1126ALG	3500
70544	53365	1126ALG	3500
71093	53854	1126ALG	3500
58719	48759	1126ALG	3500
103081	59159	1126ALG	3500
123623	63497	1126ALG	3500
70342	53165	1126ALG	3500
70542	53363	1126ALG	3500
85734	57414	1126ALG	3500
58603	48643	1126ALG	3500
70635	53456	1126ALG	3500
102526	59011	1126ALG	3500
136142	65144	1126ALG	3500
31269	701648	1209LG	3500
64077	50831	1209LG	3500
74454	55736	1209LG	3500
84691	57106	1209LG	3500
81177	56951	1209LG	3500
84728	57127	1209LG	3500
111929	61314	1209LG	3500
117140	62574	1209LG	3500
80548	62082	1209LG	3500
96458	58463	1209LG	3500
129743	64073	1209LG	3500
33555	703934	1209LG	3500
74455	55737	1209LG	3500
85203	57268	1209LG	3500
85262	57315	1209LG	3500
74384	55666	1209LG	3500
84732	57131	1209LG	3500
74413	55695	1209LG	3500
85085	57226	1209LG	3500
136518	65285	1209LG	3500
62077	50410	1209LG	3500
71613	54255	1209LG	3500
85024	57180	1209LG	3500
85180	57245	1209LG	3500
85197	57262	1209LG	3500
85210	57275	1209LG	3500
85632	57394	1209LG	3500
103442	59348	1209LG	3500
130410	64583	1209LG	3500
65423	51237	1209LG	3500
64077	50831	1210LG	3500
74325	55621	1210LG	3500
112438	61619	1210LG	3500
80316	61065	1210LG	3500
72577	54545	1210LG	3500
79996	60022	1210LG	3500
111796	61221	1210LG	3500
67786	51923	1210LG	3500
74139	55563	1210LG	3500
80015	60041	1210LG	3500
84738	57137	1210LG	3500
85208	57273	1210LG	3500
85633	57395	1210LG	3500
74384	55666	1210LG	3500
129761	64091	1210LG	3500
74413	55695	1210LG	3500
108477	60785	1210LG	3500
85210	57275	1210LG	3500
96442	58444	1210LG	3500
103129	59177	1210LG	3500
129762	64092	1210LG	3500
75017	56283	1219LG	3500
75032	56298	1219LG	3500
135638	64986	1219LG	3500
67575	51755	1219LG	3500
75093	56339	1219LG	3500
61009	49780	1219LG	3500
75497	56440	1219LG	3500
107978	60495	1219LG	3500
116833	62387	1219LG	3500
122734	63303	1219LG	3500
74147	55571	1219LG	3500
74346	55642	1219LG	3500
32747	703126	1219LG	3500
74998	56210	1219LG	3500
91323	57949	1219LG	3500
102929	59129	1219LG	3500
112049	61452	1219LG	3500
60793	49592	1219LG	3500
74989	56201	1219LG	3500
106873	59797	1219LG	3500
135295	64953	1219LG	3500
136680	65333	1219LG	3500
74528	55785	1219LG	3500
122231	44568	1219LG	3500
135287	64945	1219LG	3500
74965	56177	1219LG	3500
74983	56195	1219LG	3500
121855	700654	1229LG	3500
74407	55689	1229LG	3500
74980	56192	1229LG	3500
60930	49701	1229LG	3500
74840	55887	1229LG	3500
75497	56440	1229LG	3500
71600	54242	1229LG	3500
60685	49520	1229LG	3500
74899	55945	1229LG	3500
121828	13542	1229LG	3500
60866	49637	1229LG	3500
71608	54250	1229LG	3500
74975	56187	1229LG	3500
75022	56288	1229LG	3500
74790	55867	1229LG	3500
106876	59800	1229LG	3500
125375	63669	1229LG	3500
96690	58536	1239ALG	3500
58594	48634	1239ALG	3500
70667	53488	1239ALG	3500
54631	46990	1239ALG	3500
70572	53393	1239ALG	3500
135342	64964	1239ALG	3500
111749	61169	1239ALG	3500
122150	36830	1239ALG	3500
70657	53478	1239ALG	3500
73101	54653	1239ALG	3500
97823	58661	1239ALG	3500
67664	51844	1239ALG	3500
70204	53068	1239ALG	3500
73053	54605	1261ALG	3500
116581	62177	1261ALG	3500
73048	54600	1261ALG	3500
73103	54655	1261ALG	3500
116579	62175	1261ALG	3500
102129	58923	1261ALG	3500
130240	64453	1261ALG	3500
71711	54345	1261ALG	3500
73126	54678	1261ALG	3500
73593	55227	1261ALG	3500
128223	63828	1261ALG	3500
71605	54247	1261ALG	3500
73043	54595	1261ALG	3500
73328	55053	1261ALG	3500
73479	55164	1261ALG	3500
129080	63913	1261ALG	3500
65726	51271	1261ALG	3500
74787	55864	1261ALG	3500
116584	62180	1261ALG	3500
60895	49666	1261ALG	3500
64095	50849	1261ALG	3500
73345	55070	1261ALG	3500
117459	62816	1261ALG	3500
55101	47232	1282ALG	3500
70640	53461	1282ALG	3500
107985	60502	1282ALG	3500
122128	45161	1282ALG	3500
130425	64599	1282ALG	3500
70643	53464	1282ALG	3500
96325	58417	1282ALG	3500
117439	62794	1282ALG	3500
69787	52456	1282ALG	3500
118473	62966	1282ALG	3500
122148	13481	1282ALG	3500
70364	53187	1282ALG	3500
132184	64740	1282ALG	3500
70031	52520	1412ALG	3500
85037	57193	1412ALG	3500
103461	59367	1412ALG	3500
111948	61341	1412ALG	3500
112374	61594	1412ALG	3500
73283	55007	1412ALG	3500
85203	57268	1412ALG	3500
102573	59021	1412ALG	3500
108044	60570	1412ALG	3500
116871	62426	1412ALG	3500
117243	62630	1412ALG	3500
136857	65460	1412ALG	3500
85227	57280	1412ALG	3500
129736	64064	1412ALG	3500
78574	56601	1412ALG	3500
84823	57149	1412ALG	3500
126324	63717	1412ALG	3500
129754	64084	1412ALG	3500
137795	65712	1412ALG	3500
65423	51237	1412ALG	3500
70377	53200	1412ALG	3500
85242	57295	1412ALG	3500
96442	58444	1412ALG	3500
32857	703236	1413ALG	3500
111894	61275	1413ALG	3500
74827	55874	1413ALG	3500
79723	56684	1413ALG	3500
95428	58261	1413ALG	3500
123730	63545	1413ALG	3500
123492	63455	1413ALG	3500
69053	52182	1413ALG	3500
85127	57237	1413ALG	3500
60970	49741	1414LG	3500
75878	58936	1414LG	3500
108476	60784	1414LG	3500
131883	64715	1414LG	3500
55208	47339	1416LG	3500
92425	58002	1416LG	3500
70582	53403	1416LG	3500
71162	53923	1416LG	3500
131883	64715	1416LG	3500
30618	700997	1535LG	3500
62232	50459	1535LG	3500
70562	53383	1535LG	3500
103178	59199	1535LG	3500
70678	53499	1535LG	3500
129957	64283	1535LG	3500
73308	55033	1535LG	3500
60919	49690	1535LG	3500
103270	59244	1535LG	3500
112040	61443	1609LG	3500
117327	62709	1609LG	3500
81177	56951	1609LG	3500
96858	58690	1609LG	3500
61009	49780	1609LG	3500
84705	57120	1609LG	3500
117127	62560	1609LG	3500
108338	60714	1609LG	3500
85178	57243	1609LG	3500
109824	60902	1609LG	3500
85483	57356	1609LG	3500
74454	55736	1619LG	3500
74351	55647	1619LG	3500
84682	57096	1619LG	3500
129730	64057	1619LG	3500
84733	57132	1619LG	3500
124573	63625	1619LG	3500
32747	703126	1619LG	3500
72488	54498	1619LG	3500
115125	61979	1619LG	3500
34455	704834	1619LG	3500
85178	57243	1619LG	3500
70377	53200	1619LG	3500
73018	54570	1629ALG	3500
85282	57327	1629ALG	3500
122153	41376	1629ALG	3500
73048	54600	1629ALG	3500
64111	50865	1629ALG	3500
73338	55063	1629ALG	3500
84700	57115	1629ALG	3500
74413	55695	1629ALG	3500
117590	62868	1629ALG	3500
122825	63323	1629ALG	3500
136673	65326	1629ALG	3500
136680	65333	1629ALG	3500
64098	50852	1629ALG	3500
70325	53148	1629ALG	3500
74975	56187	1629ALG	3500
122729	63298	1629ALG	3500
60823	49594	1629ALG	3500
80532	62066	1629ALG	3500
84736	57135	1629ALG	3500
32572	702951	1637ALG	3500
65732	51277	1637ALG	3500
70031	52520	1637ALG	3500
70963	53750	1637ALG	3500
73450	55136	1637ALG	3500
96226	58397	1637ALG	3500
102075	58914	1637ALG	3500
73008	54535	1637ALG	3500
112068	61472	1637ALG	3500
69378	52343	1637ALG	3500
73293	55017	1637ALG	3500
75283	56395	1637ALG	3500
108012	60532	1637ALG	3500
135865	65075	1637ALG	3500
63914	50771	1637ALG	3500
73283	55007	1637ALG	3500
74479	55761	1637ALG	3500
114479	61926	1637ALG	3500
72997	54492	1637ALG	3500
73081	54633	1637ALG	3500
73123	54675	1637ALG	3500
102929	59129	1637ALG	3500
112008	61408	1637ALG	3500
112686	61695	1637ALG	3500
122428	63283	1637ALG	3500
69054	52183	1637ALG	3500
73443	55129	1637ALG	3500
112727	61705	1637ALG	3500
123281	63402	1637ALG	3500
32857	703236	1637ALG	3500
60728	49527	1637ALG	3500
70552	53373	1637ALG	3500
73273	55102	1637ALG	3500
74532	55789	1637ALG	3500
112770	61755	1637ALG	3500
119923	63037	1637ALG	3500
123074	63375	1637ALG	3500
135287	64945	1637ALG	3500
59830	49294	1637ALG	3500
71180	53934	1637ALG	3500
103973	59446	1637ALG	3500
105278	59629	1637ALG	3500
112138	61505	1637ALG	3500
124874	63648	1637ALG	3500
129716	64048	1637ALG	3500
135647	64995	1637ALG	3500
70547	53368	1649ALG	3500
73103	54655	1649ALG	3500
73337	55062	1649ALG	3500
96456	58461	1649ALG	3500
106884	59812	1649ALG	3500
123277	63398	1649ALG	3500
116573	62169	1649ALG	3500
116587	62183	1649ALG	3500
135338	64960	1649ALG	3500
58594	48634	1649ALG	3500
117184	62604	1649ALG	3500
67784	51921	1649ALG	3500
70342	53165	1649ALG	3500
70656	53477	1649ALG	3500
72023	54421	1649ALG	3500
85278	57323	1649ALG	3500
58600	48640	1649ALG	3500
64626	51089	1649ALG	3500
73087	54639	1649ALG	3500
135867	65077	1649ALG	3500
60740	49539	1649ALG	3500
73061	54613	1649ALG	3500
108203	60633	1649ALG	3500
111931	61317	1649ALG	3500
117431	62786	1649ALG	3500
128424	63850	1649ALG	3500
73556	55200	1650LG	3500
73106	54658	1650LG	3500
74840	55887	1650LG	3500
73325	55050	1650LG	3500
75723	56482	1650LG	3500
72973	54090	1650LG	3500
136975	65557	1650LG	3500
70388	53211	1680ALG	3500
67734	51899	1680ALG	3500
70402	53225	1680ALG	3500
70652	53473	1680ALG	3500
73266	55097	1680ALG	3500
81374	56955	1680ALG	3500
70384	53207	1680ALG	3500
136975	65557	1680ALG	3500
39279	709658	1765ALG	3500
74454	55736	1765ALG	3500
75094	56340	1765ALG	3500
96139	58369	1765ALG	3500
112438	61619	1765ALG	3500
117824	62912	1765ALG	3500
73844	55416	1765ALG	3500
80316	61065	1765ALG	3500
112241	61554	1765ALG	3500
129741	64071	1765ALG	3500
129743	64073	1765ALG	3500
129927	64252	1765ALG	3500
130283	64461	1765ALG	3500
64577	51077	1765ALG	3500
80015	60041	1765ALG	3500
85262	57315	1765ALG	3500
117127	62560	1765ALG	3500
85182	57247	1765ALG	3500
84124	57059	1765ALG	3500
85227	57280	1765ALG	3500
88131	57593	1765ALG	3500
111995	61393	1765ALG	3500
112012	61413	1765ALG	3500
119423	63020	1765ALG	3500
129772	64103	1765ALG	3500
72477	54487	1765ALG	3500
84886	57167	1765ALG	3500
85178	57243	1765ALG	3500
85634	57396	1765ALG	3500
101273	58842	1765ALG	3500
107237	59995	1765ALG	3500
67690	51870	1765ALG	3500
74467	55749	1765ALG	3500
32747	703126	1766LG	3500
103123	59171	1766LG	3500
60685	49520	1766LG	3500
70558	53379	1766LG	3500
71316	54070	1766LG	3500
73280	55004	1766LG	3500
70570	53391	1787ALG	3500
128874	63889	1787ALG	3500
73127	54679	1787ALG	3500
70616	53437	1787ALG	3500
63914	50771	1799LG	3500
60970	49741	1799LG	3500
129716	64048	1799LG	3500
74988	56200	1805LG	3500
88123	57558	1805LG	3500
113973	61898	1805LG	3500
137007	65592	1805LG	3500
64774	51125	1805LG	3500
71637	54279	1805LG	3500
75087	56333	1805LG	3500
85051	57207	1805LG	3500
137003	65586	1805LG	3500
121842	51197	1805LG	3500
137144	65645	1805LG	3500
139565	65868	1805LG	3500
74963	56175	1805LG	3500
84733	57132	1805LG	3500
84880	57160	1805LG	3500
136138	65139	1805LG	3500
80366	56825	1805LG	3500
117154	62588	1805LG	3500
129752	64082	1805LG	3500
135643	64991	1805LG	3500
64831	51140	1805LG	3500
84892	57173	1805LG	3500
85032	57188	1805LG	3500
85227	57280	1805LG	3500
123280	63401	1805LG	3500
130098	64375	1805LG	3500
139111	65826	1805LG	3500
44845	39600	1805LG	3500
63921	50778	1805LG	3500
66004	51363	1805LG	3500
67690	51870	1805LG	3500
74467	55749	1805LG	3500
85228	57281	1805LG	3500
103478	59378	1805LG	3500
139365	65844	1805LG	3500
31740	702119	1809LG	3500
85077	57218	1809LG	3500
112437	61618	1809LG	3500
95427	58260	1809LG	3500
45693	42481	1809LG	3500
96458	58463	1809LG	3500
130283	64461	1809LG	3500
112291	61574	1809LG	3500
69781	52450	1809LG	3500
74405	55687	1809LG	3500
111995	61393	1809LG	3500
115125	61979	1809LG	3500
129931	64256	1809LG	3500
72477	54487	1809LG	3500
116826	62380	1809LG	3500
74454	55736	1819LG	3500
84729	57128	1819LG	3500
85189	57254	1819LG	3500
111930	61315	1819LG	3500
81177	56951	1819LG	3500
79996	60022	1819LG	3500
85055	57211	1819LG	3500
33555	703934	1819LG	3500
84925	57177	1819LG	3500
112291	61574	1819LG	3500
31818	702197	1819LG	3500
84684	57098	1819LG	3500
108477	60785	1819LG	3500
136843	65433	1819LG	3500
85024	57180	1819LG	3500
96598	58504	1819LG	3500
129740	64070	1819LG	3500
130410	64583	1819LG	3500
71525	54188	1819LG	3500
85483	57356	1819LG	3500
85775	57421	1819LG	3500
74956	56168	1829LG	3500
135291	64949	1829LG	3500
70375	53198	1829LG	3500
94179	58152	1829LG	3500
112730	61709	1829LG	3500
70299	53122	1829LG	3500
64277	50973	1829LG	3500
34455	704834	1829LG	3500
117332	62714	1829LG	3500
129754	64084	1829LG	3500
60788	49587	1829LG	3500
70940	53727	1829LG	3500
